day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-2;35000;AMETHYSTS;10002;1;9995;20;;;10005;20;;;;;10003.5;188.0
-2;35100;AMETHYSTS;10002;3;9996;2;9995;29;10004;2;10005;29;;;10003.0;190.0
-2;35100;STARFRUIT;4992;31;;;;;4998;2;4999;29;;;4995.0;300.0
-2;35200;AMETHYSTS;9996;2;9995;28;;;10002;10;10004;2;10005;28;9999.0;196.0
-2;35200;STARFRUIT;4993;3;4992;30;;;4998;2;4999;28;;;4995.5;300.0
-2;35300;AMETHYSTS;9998;6;9996;1;9995;27;10004;1;10005;27;;;10001.0;196.0
-2;35300;STARFRUIT;4992;28;;;;;4993;8;4999;28;;;4992.5;300.0
-2;35400;STARFRUIT;4997;1;4993;2;4992;25;4999;25;;;;;4998.0;316.51953125
-2;35400;AMETHYSTS;10002;3;9995;25;;;10005;25;;;;;10003.5;196.0
-2;35500;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;196.0
-2;35500;STARFRUIT;4992;28;;;;;4999;28;;;;;4995.5;322.4921875
-2;35600;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;196.0
-2;35600;STARFRUIT;4993;26;;;;;5000;26;;;;;4996.5;325.859375
-2;35700;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;196.0
-2;35700;STARFRUIT;4993;29;;;;;5000;29;;;;;4996.5;328.59375
-2;35800;STARFRUIT;4993;31;;;;;4994;2;5000;31;;;4993.5;328.03125
-2;35800;AMETHYSTS;9998;7;9996;1;9995;30;10004;1;10005;30;;;10001.0;196.0
-2;35900;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;196.0
-2;35900;STARFRUIT;4993;23;;;;;5000;23;;;;;4996.5;333.96875
-2;36000;AMETHYSTS;9995;30;;;;;10002;5;10005;30;;;9998.5;196.0
-2;36000;STARFRUIT;4993;30;;;;;4998;3;5000;30;;;4995.5;329.9609375
-2;36100;AMETHYSTS;10002;8;9996;2;9995;24;10004;2;10005;24;;;10003.0;196.0
-2;36100;STARFRUIT;4993;26;;;;;4999;2;5000;24;;;4996.0;330.1640625
-2;36200;STARFRUIT;4993;1;4992;29;;;4999;30;;;;;4996.0;328.05078125
-2;36200;AMETHYSTS;9996;1;9995;29;;;9998;1;10004;1;10005;29;9997.0;196.0
-2;36300;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;198.0
-2;36300;STARFRUIT;4993;1;4992;21;;;4997;6;4999;22;;;4995.0;328.35546875
-2;36400;AMETHYSTS;9998;1;9996;1;9995;20;10004;1;10005;20;;;10001.0;198.0
-2;36400;STARFRUIT;4998;1;4993;3;4992;21;4999;21;;;;;4998.5;326.57421875
-2;36500;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;198.0
-2;36500;STARFRUIT;4992;25;;;;;4994;2;4999;25;;;4993.0;329.7421875
-2;36600;STARFRUIT;4993;29;;;;;5000;29;;;;;4996.5;338.1171875
-2;36600;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;198.0
-2;36700;STARFRUIT;4992;21;;;;;4999;21;;;;;4995.5;332.890625
-2;36700;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;198.0
-2;36800;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;198.0
-2;36800;STARFRUIT;4993;30;;;;;5000;30;;;;;4996.5;336.56640625
-2;36900;STARFRUIT;4992;27;;;;;4999;27;;;;;4995.5;328.6328125
-2;36900;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;198.0
-2;37000;STARFRUIT;4991;25;;;;;4998;25;;;;;4994.5;320.0234375
-2;37000;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;198.0
-2;37100;STARFRUIT;4992;4;4991;23;;;4998;23;;;;;4995.0;319.5390625
-2;37100;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;198.0
-2;37200;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;198.0
-2;37200;STARFRUIT;4992;4;4991;21;;;4998;21;;;;;4995.0;319.5546875
-2;37300;STARFRUIT;4992;4;4991;28;;;4998;28;;;;;4995.0;321.3125
-2;37300;AMETHYSTS;9996;1;9995;27;;;9998;10;10002;4;10004;1;9997.0;198.0
-2;37400;STARFRUIT;4990;30;;;;;4997;30;;;;;4993.5;314.74609375
-2;37400;AMETHYSTS;10002;1;9998;2;9995;30;10005;30;;;;;10003.5;218.0
-2;37500;STARFRUIT;4991;2;4990;25;;;4997;27;;;;;4994.0;314.5
-2;37500;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;220.0
-2;37600;AMETHYSTS;9995;22;;;;;10002;7;10005;22;;;9998.5;220.0
-2;37600;STARFRUIT;4991;22;;;;;4997;22;;;;;4994.0;314.99609375
-2;37700;STARFRUIT;4991;24;;;;;4998;24;;;;;4994.5;319.984375
-2;37700;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;220.0
-2;37800;STARFRUIT;4991;24;;;;;4998;25;;;;;4994.5;319.56640625
-2;37800;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;220.0
-2;37900;STARFRUIT;4991;25;;;;;4998;25;;;;;4994.5;321.66015625
-2;37900;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;220.0
-2;38000;AMETHYSTS;10002;1;9996;2;9995;30;10004;2;10005;30;;;10003.0;220.0
-2;38000;STARFRUIT;4991;32;;;;;4996;4;4998;32;;;4993.5;317.765625
-2;38100;STARFRUIT;4991;28;;;;;4997;2;4998;26;;;4994.0;317.0078125
-2;38100;AMETHYSTS;9996;2;9995;26;;;10002;2;10004;2;10005;26;9999.0;222.0
-2;38200;STARFRUIT;4991;28;;;;;4997;1;4998;27;;;4994.0;315.23046875
-2;38200;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;222.0
-2;38300;STARFRUIT;4991;26;;;;;4998;26;;;;;4994.5;318.015625
-2;38300;AMETHYSTS;9998;5;9995;26;;;10005;26;;;;;10001.5;222.0
-2;38400;AMETHYSTS;9996;1;9995;23;;;10000;6;10004;1;10005;23;9998.0;222.0
-2;38400;STARFRUIT;4991;1;4990;23;;;4993;6;4997;24;;;4992.0;314.078125
-2;38500;STARFRUIT;4990;21;;;;;4997;21;;;;;4993.5;314.1953125
-2;38500;AMETHYSTS;10002;1;9995;21;;;10005;21;;;;;10003.5;222.0
-2;38600;STARFRUIT;4991;2;4990;28;;;4997;30;;;;;4994.0;317.8515625
-2;38600;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;224.0
-2;38700;STARFRUIT;4991;20;;;;;4998;20;;;;;4994.5;329.234375
-2;38700;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;224.0
-2;38800;AMETHYSTS;9996;1;9995;20;;;10002;1;10004;1;10005;20;9999.0;224.0
-2;38800;STARFRUIT;4991;21;;;;;4993;2;4996;1;4998;21;4992.0;331.65625
-2;38900;STARFRUIT;4992;2;4991;30;;;4996;7;4998;32;;;4994.0;337.1484375
-2;38900;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;224.0
-2;39000;STARFRUIT;4991;23;;;;;4998;23;;;;;4994.5;334.65625
-2;39000;AMETHYSTS;9995;23;;;;;10002;9;10005;23;;;9998.5;224.0
-2;39100;STARFRUIT;4992;25;;;;;4998;1;4999;24;;;4995.0;342.4296875
-2;39100;AMETHYSTS;9998;8;9996;1;9995;24;10004;1;10005;24;;;10001.0;224.0
-2;39200;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;224.0
-2;39200;STARFRUIT;4992;30;;;;;4997;2;4999;30;;;4994.5;346.2890625
-2;39300;STARFRUIT;4992;27;;;;;4999;27;;;;;4995.5;358.6953125
-2;39300;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;224.0
-2;39400;STARFRUIT;4993;31;;;;;4998;5;4999;1;5000;30;4995.5;361.046875
-2;39400;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;224.0
-2;39500;STARFRUIT;4992;27;;;;;4997;3;4999;27;;;4994.5;354.234375
-2;39500;AMETHYSTS;9995;27;;;;;9998;1;10002;2;10005;27;9996.5;224.0
-2;39600;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;226.0
-2;39600;STARFRUIT;4997;4;4992;23;;;4999;23;;;;;4998.0;350.140625
-2;39700;STARFRUIT;4993;4;4992;24;;;4998;2;4999;22;;;4995.5;350.59375
-2;39700;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;226.0
-2;39800;STARFRUIT;4991;28;;;;;4998;28;;;;;4994.5;343.609375
-2;39800;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;226.0
-2;39900;STARFRUIT;4992;31;;;;;4998;1;4999;30;;;4995.0;350.6484375
-2;39900;AMETHYSTS;9996;1;9995;30;;;10002;4;10004;1;10005;30;9999.0;226.0
-2;40000;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;226.0
-2;40000;STARFRUIT;4992;22;;;;;4999;22;;;;;4995.5;355.1328125
-2;40100;STARFRUIT;4992;2;4991;29;;;4998;31;;;;;4995.0;348.21875
-2;40100;AMETHYSTS;9996;2;9995;29;;;10002;8;10004;2;10005;29;9999.0;226.0
-2;40200;STARFRUIT;4992;29;;;;;4999;29;;;;;4995.5;358.1328125
-2;40200;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;226.0
-2;40300;STARFRUIT;4992;22;;;;;4999;22;;;;;4995.5;359.484375
-2;40300;AMETHYSTS;9995;22;;;;;9998;1;10005;22;;;9996.5;226.0
-2;40400;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;228.0
-2;40400;STARFRUIT;4992;24;;;;;4999;24;;;;;4995.5;354.140625
-2;40500;STARFRUIT;4992;29;;;;;4993;1;4999;29;;;4992.5;356.28125
-2;40500;AMETHYSTS;10002;1;9996;2;9995;27;10004;2;10005;27;;;10003.0;228.0
-2;40600;STARFRUIT;4993;4;4992;26;;;4999;26;;;;;4996.0;358.375
-2;40600;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;230.0
-2;40700;STARFRUIT;4992;22;;;;;4998;2;4999;20;;;4995.0;353.75
-2;40700;AMETHYSTS;9998;7;9996;2;9995;20;10004;2;10005;20;;;10001.0;230.0
-2;40800;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;230.0
-2;40800;STARFRUIT;4991;27;;;;;4998;27;;;;;4994.5;342.1484375
-2;40900;STARFRUIT;4991;28;;;;;4998;28;;;;;4994.5;342.3515625
-2;40900;AMETHYSTS;9998;10;9996;2;9995;26;10004;2;10005;26;;;10001.0;230.0
-2;41000;STARFRUIT;4991;21;;;;;4992;1;4996;3;4998;21;4991.5;344.078125
-2;41000;AMETHYSTS;9995;21;;;;;10002;10;10005;21;;;9998.5;230.0
-2;41100;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;230.0
-2;41100;STARFRUIT;4990;27;;;;;4991;1;4992;2;4997;27;4990.5;330.1875
-2;41200;STARFRUIT;4990;29;;;;;4997;29;;;;;4993.5;336.4375
-2;41200;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;230.0
-2;41300;STARFRUIT;4991;1;4990;24;;;4995;4;4997;25;;;4993.0;340.6015625
-2;41300;AMETHYSTS;9998;2;9996;1;9995;24;10004;1;10005;24;;;10001.0;230.0
-2;41400;STARFRUIT;4991;2;4990;23;;;4993;4;4995;5;4997;25;4992.0;337.40625
-2;41400;AMETHYSTS;9998;5;9996;2;9995;23;10000;4;10004;2;10005;23;9999.0;230.0
-2;41500;AMETHYSTS;9998;8;9996;2;9995;20;10004;2;10005;20;;;10001.0;230.0
-2;41500;STARFRUIT;4991;2;4990;20;;;4995;1;4997;22;;;4993.0;338.15625
-2;41600;STARFRUIT;4990;23;;;;;4995;7;4997;23;;;4992.5;336.2421875
-2;41600;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;230.0
-2;41700;STARFRUIT;4993;4;4990;21;;;4997;21;;;;;4995.0;330.5625
-2;41700;AMETHYSTS;10000;5;9995;21;;;10005;21;;;;;10002.5;230.0
-2;41800;STARFRUIT;4990;24;;;;;4996;2;4997;22;;;4993.0;328.1171875
-2;41800;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;230.0
-2;41900;AMETHYSTS;9996;1;9995;21;;;9998;4;10004;1;10005;21;9997.0;230.0
-2;41900;STARFRUIT;4991;1;4990;21;;;4995;1;4997;22;;;4993.0;337.25
-2;42000;STARFRUIT;4990;31;;;;;4995;5;4996;2;4997;30;4992.5;327.421875
-2;42000;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;238.0
-2;42100;STARFRUIT;4990;23;;;;;4997;23;;;;;4993.5;329.015625
-2;42100;AMETHYSTS;9998;8;9996;2;9995;21;10004;2;10005;21;;;10001.0;238.0
-2;42200;STARFRUIT;4990;28;;;;;4997;28;;;;;4993.5;330.2421875
-2;42200;AMETHYSTS;10002;1;9995;28;;;10005;28;;;;;10003.5;238.0
-2;42300;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;240.0
-2;42300;STARFRUIT;4990;20;;;;;4991;7;4995;2;4997;20;4990.5;325.4453125
-2;42400;STARFRUIT;4990;1;4989;29;;;4996;31;;;;;4993.0;322.4453125
-2;42400;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;240.0
-2;42500;STARFRUIT;4989;24;;;;;4996;24;;;;;4992.5;312.96875
-2;42500;AMETHYSTS;9995;24;;;;;10002;3;10005;24;;;9998.5;240.0
-2;42600;STARFRUIT;4989;26;;;;;4996;26;;;;;4992.5;307.1875
-2;42600;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;240.0
-2;42700;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;240.0
-2;42700;STARFRUIT;4989;26;;;;;4996;26;;;;;4992.5;307.28125
-2;42800;STARFRUIT;4989;30;;;;;4996;30;;;;;4992.5;309.4765625
-2;42800;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;240.0
-2;42900;STARFRUIT;4988;25;;;;;4995;25;;;;;4991.5;303.390625
-2;42900;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;240.0
-2;43000;STARFRUIT;4991;2;4990;23;;;4996;23;;;;;4993.5;324.0390625
-2;43000;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;240.0
-2;43100;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;240.0
-2;43100;STARFRUIT;4989;21;;;;;4996;21;;;;;4992.5;320.171875
-2;43200;STARFRUIT;4990;1;4989;20;;;4996;21;;;;;4993.0;321.0234375
-2;43200;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;240.0
-2;43300;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;240.0
-2;43300;STARFRUIT;4989;25;;;;;4994;2;4996;25;;;4991.5;319.4453125
-2;43400;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;240.0
-2;43400;STARFRUIT;4994;4;4989;24;;;4996;24;;;;;4995.0;316.7265625
-2;43500;AMETHYSTS;9998;7;9995;23;;;10005;23;;;;;10001.5;240.0
-2;43500;STARFRUIT;4990;22;;;;;4995;7;4997;23;;;4992.5;329.15625
-2;43600;STARFRUIT;4990;5;4989;21;;;4996;23;;;;;4993.0;326.671875
-2;43600;AMETHYSTS;9996;2;9995;21;;;10002;9;10004;2;10005;21;9999.0;240.0
-2;43700;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;240.0
-2;43700;STARFRUIT;4990;24;;;;;4997;24;;;;;4993.5;333.5625
-2;43800;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;240.0
-2;43800;STARFRUIT;4991;9;4990;26;;;4997;28;;;;;4994.0;339.45703125
-2;43900;AMETHYSTS;10002;4;9998;2;9996;1;10004;1;10005;29;;;10003.0;240.0
-2;43900;STARFRUIT;4991;6;4990;30;;;4997;30;;;;;4994.0;334.03515625
-2;44000;STARFRUIT;4991;2;4990;20;;;4995;3;4997;22;;;4993.0;339.38671875
-2;44000;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;248.0
-2;44100;AMETHYSTS;9995;24;;;;;9998;1;10002;2;10005;24;9996.5;248.0
-2;44100;STARFRUIT;4990;24;;;;;4997;24;;;;;4993.5;336.01171875
-2;44200;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;250.0
-2;44200;STARFRUIT;4991;21;;;;;4998;21;;;;;4994.5;350.15234375
-2;44300;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;250.0
-2;44300;STARFRUIT;4991;27;;;;;4998;27;;;;;4994.5;348.1484375
-2;44400;STARFRUIT;4991;28;;;;;4998;28;;;;;4994.5;343.2734375
-2;44400;AMETHYSTS;9998;7;9995;28;;;10005;28;;;;;10001.5;250.0
-2;44500;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;250.0
-2;44500;STARFRUIT;4995;1;4991;2;4990;21;4997;21;;;;;4996.0;333.375
-2;44600;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;250.0
-2;44600;STARFRUIT;4990;1;4989;23;;;4996;24;;;;;4993.0;328.78125
-2;44700;AMETHYSTS;9995;29;;;;;10002;10;10005;29;;;9998.5;250.0
-2;44700;STARFRUIT;4989;29;;;;;4996;29;;;;;4992.5;326.0
-2;44800;STARFRUIT;4989;29;;;;;4996;29;;;;;4992.5;321.22265625
-2;44800;AMETHYSTS;9995;29;;;;;9998;1;10002;10;10005;29;9996.5;250.0
-2;44900;AMETHYSTS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;252.0
-2;44900;STARFRUIT;4989;2;4988;25;;;4995;26;;;;;4992.0;315.3515625
-2;45000;AMETHYSTS;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;252.0
-2;45000;STARFRUIT;4988;26;;;;;4995;26;;;;;4991.5;312.015625
-2;45100;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;254.0
-2;45100;STARFRUIT;4988;27;;;;;4993;5;4995;27;;;4990.5;311.02734375
-2;45200;STARFRUIT;4989;1;4988;28;;;4993;6;4995;29;;;4991.0;317.9375
-2;45200;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;254.0
-2;45300;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;254.0
-2;45300;STARFRUIT;4989;4;4988;22;;;4995;22;;;;;4992.0;309.7890625
-2;45400;AMETHYSTS;9996;2;9995;21;;;9998;1;10004;2;10005;21;9997.0;254.0
-2;45400;STARFRUIT;4988;22;;;;;4993;2;4994;2;4995;21;4990.5;307.15625
-2;45500;STARFRUIT;4987;25;;;;;4990;3;4994;25;;;4988.5;302.58984375
-2;45500;AMETHYSTS;9996;1;9995;24;;;10000;3;10004;1;10005;24;9998.0;256.0
-2;45600;STARFRUIT;4988;7;4987;26;;;4994;26;;;;;4991.0;295.6875
-2;45600;AMETHYSTS;9995;26;;;;;10002;5;10005;26;;;9998.5;256.0
-2;45700;STARFRUIT;4986;24;;;;;4993;24;;;;;4989.5;288.125
-2;45700;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;256.0
-2;45800;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;256.0
-2;45800;STARFRUIT;4986;27;;;;;4992;1;4993;27;;;4989.0;282.7109375
-2;45900;STARFRUIT;4987;4;4986;31;;;4993;31;;;;;4990.0;286.9765625
-2;45900;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;256.0
-2;46000;STARFRUIT;4986;26;;;;;4993;26;;;;;4989.5;285.8046875
-2;46000;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;256.0
-2;46100;STARFRUIT;4986;25;;;;;4992;2;4993;23;;;4989.0;282.5859375
-2;46100;AMETHYSTS;9998;6;9996;2;9995;23;10004;2;10005;23;;;10001.0;256.0
-2;46200;AMETHYSTS;9998;2;9996;1;9995;27;10004;1;10005;27;;;10001.0;256.0
-2;46200;STARFRUIT;4986;28;;;;;4993;28;;;;;4989.5;286.21875
-2;46300;STARFRUIT;4986;29;;;;;4993;29;;;;;4989.5;287.8828125
-2;46300;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;256.0
-2;46400;STARFRUIT;4986;22;;;;;4993;22;;;;;4989.5;286.5390625
-2;46400;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;256.0
-2;46500;STARFRUIT;4989;6;4986;31;;;4993;31;;;;;4991.0;288.8203125
-2;46500;AMETHYSTS;10000;6;9996;1;9995;30;10004;1;10005;30;;;10002.0;256.0
-2;46600;AMETHYSTS;9998;10;9996;1;9995;27;10004;1;10005;27;;;10001.0;256.0
-2;46600;STARFRUIT;4987;3;4986;28;;;4993;28;;;;;4990.0;283.859375
-2;46700;STARFRUIT;4986;26;;;;;4993;26;;;;;4989.5;287.6015625
-2;46700;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;256.0
-2;46800;STARFRUIT;4987;1;4986;21;;;4993;22;;;;;4990.0;290.3671875
-2;46800;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;256.0
-2;46900;STARFRUIT;4992;1;4986;32;;;4993;32;;;;;4992.5;287.8984375
-2;46900;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;256.0
-2;47000;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;256.0
-2;47000;STARFRUIT;4986;21;;;;;4992;1;4993;20;;;4989.0;283.5
-2;47100;STARFRUIT;4986;26;;;;;4988;4;4993;26;;;4987.0;291.953125
-2;47100;AMETHYSTS;9996;2;9995;24;;;9998;1;10004;2;10005;24;9997.0;256.0
-2;47200;STARFRUIT;4987;2;4986;28;;;4993;30;;;;;4990.0;299.453125
-2;47200;AMETHYSTS;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;258.0
-2;47300;STARFRUIT;4987;25;;;;;4992;1;4994;25;;;4989.5;321.2890625
-2;47300;AMETHYSTS;10002;1;9998;3;9995;25;10005;25;;;;;10003.5;260.0
-2;47400;AMETHYSTS;9995;24;;;;;10002;9;10005;24;;;9998.5;262.0
-2;47400;STARFRUIT;4988;1;4987;24;;;4994;24;;;;;4991.0;316.59375
-2;47500;STARFRUIT;4988;30;;;;;4993;6;4995;30;;;4990.5;322.6875
-2;47500;AMETHYSTS;9995;30;;;;;10002;1;10005;30;;;9998.5;262.0
-2;47600;STARFRUIT;4988;1;4987;27;;;4994;28;;;;;4991.0;319.5625
-2;47600;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;262.0
-2;47700;STARFRUIT;4988;1;4987;22;;;4994;23;;;;;4991.0;321.359375
-2;47700;AMETHYSTS;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;262.0
-2;47800;AMETHYSTS;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;262.0
-2;47800;STARFRUIT;4988;23;;;;;4995;23;;;;;4991.5;327.3203125
-2;47900;STARFRUIT;4987;27;;;;;4994;27;;;;;4990.5;321.578125
-2;47900;AMETHYSTS;10002;1;9995;27;;;10005;27;;;;;10003.5;262.0
-2;48000;STARFRUIT;4987;27;;;;;4994;27;;;;;4990.5;320.8515625
-2;48000;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;264.0
-2;48100;STARFRUIT;4989;1;4988;21;;;4994;21;;;;;4991.5;321.984375
-2;48100;AMETHYSTS;9995;21;;;;;10002;9;10005;21;;;9998.5;264.0
-2;48200;AMETHYSTS;9998;5;9995;25;;;10005;25;;;;;10001.5;264.0
-2;48200;STARFRUIT;4988;25;;;;;4995;25;;;;;4991.5;322.78125
-2;48300;STARFRUIT;4988;29;;;;;4991;5;4995;29;;;4989.5;327.0390625
-2;48300;AMETHYSTS;9996;1;9995;28;;;9998;1;10000;5;10004;1;9997.0;264.0
-2;48400;STARFRUIT;4989;1;4988;27;;;4995;27;;;;;4992.0;334.3671875
-2;48400;AMETHYSTS;9995;27;;;;;10002;7;10005;27;;;9998.5;266.0
-2;48500;STARFRUIT;4990;1;4989;29;;;4996;29;;;;;4993.0;340.3125
-2;48500;AMETHYSTS;9995;29;;;;;9998;1;10005;29;;;9996.5;266.0
-2;48600;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;268.0
-2;48600;STARFRUIT;4990;1;4989;29;;;4995;1;4996;28;;;4992.5;342.1875
-2;48700;STARFRUIT;4989;1;4988;22;;;4995;23;;;;;4992.0;339.6875
-2;48700;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;268.0
-2;48800;STARFRUIT;4989;5;4988;24;;;4995;24;;;;;4992.0;331.5859375
-2;48800;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;268.0
-2;48900;STARFRUIT;4989;7;4988;27;;;4995;27;;;;;4992.0;326.3046875
-2;48900;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;268.0
-2;49000;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;268.0
-2;49000;STARFRUIT;4989;7;4988;32;;;4994;2;4995;30;;;4991.5;322.5078125
-2;49100;STARFRUIT;4989;8;4988;32;;;4995;32;;;;;4992.0;327.375
-2;49100;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;268.0
-2;49200;STARFRUIT;4988;21;;;;;4994;1;4995;20;;;4991.0;324.7578125
-2;49200;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;268.0
-2;49300;STARFRUIT;4987;22;;;;;4988;1;4994;22;;;4987.5;315.859375
-2;49300;AMETHYSTS;9998;9;9996;1;9995;21;10004;1;10005;21;;;10001.0;268.0
-2;49400;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;268.0
-2;49400;STARFRUIT;4992;14;4987;20;;;4994;20;;;;;4993.0;323.2265625
-2;49500;STARFRUIT;4988;8;4987;32;;;4994;32;;;;;4991.0;336.93359375
-2;49500;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;268.0
-2;49600;STARFRUIT;4992;1;4987;24;;;4994;24;;;;;4993.0;335.40625
-2;49600;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;268.0
-2;49700;STARFRUIT;4987;28;;;;;4993;2;4994;26;;;4990.0;336.76171875
-2;49700;AMETHYSTS;9998;7;9996;2;9995;26;10004;2;10005;26;;;10001.0;268.0
-2;49800;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;268.0
-2;49800;STARFRUIT;4987;25;;;;;4988;5;4994;25;;;4987.5;337.51171875
-2;49900;STARFRUIT;4986;23;;;;;4993;23;;;;;4989.5;340.7578125
-2;49900;AMETHYSTS;9998;3;9995;23;;;10005;23;;;;;10001.5;268.0
-2;50000;STARFRUIT;4986;1;4985;20;;;4992;21;;;;;4989.0;336.7421875
-2;50000;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;268.0
-2;50100;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;268.0
